#Wvlgth,Global_tilted_irradiance,Beam_normal_+circumsolar,Difuse_horiz-circumsolar
.1640E+04,.2147E+00,.2088E+00,.2525E-02
.1641E+04,.2194E+00,.2133E+00,.2593E-02
.1642E+04,.2207E+00,.2145E+00,.2608E-02
.1643E+04,.2148E+00,.2089E+00,.2509E-02
.1644E+04,.2234E+00,.2172E+00,.2636E-02
.1645E+04,.2179E+00,.2119E+00,.2555E-02
.1646E+04,.2170E+00,.2110E+00,.2529E-02
.1647E+04,.2275E+00,.2212E+00,.2676E-02
.1648E+04,.2160E+00,.2101E+00,.2509E-02
.1649E+04,.2184E+00,.2124E+00,.2553E-02
.1650E+04,.2251E+00,.2188E+00,.2632E-02
.1651E+04,.2080E+00,.2023E+00,.2397E-02
.1652E+04,.2236E+00,.2174E+00,.2605E-02
.1653E+04,.2226E+00,.2165E+00,.2594E-02
.1654E+04,.2153E+00,.2095E+00,.2484E-02
.1655E+04,.2221E+00,.2160E+00,.2584E-02
.1656E+04,.2207E+00,.2147E+00,.2555E-02
.1657E+04,.2220E+00,.2159E+00,.2571E-02
.1658E+04,.2247E+00,.2186E+00,.2607E-02
.1659E+04,.2210E+00,.2149E+00,.2558E-02
.1660E+04,.2231E+00,.2170E+00,.2580E-02
.1661E+04,.2237E+00,.2176E+00,.2580E-02
.1662E+04,.2188E+00,.2129E+00,.2512E-02
.1663E+04,.2222E+00,.2161E+00,.2559E-02
.1664E+04,.2208E+00,.2148E+00,.2537E-02
.1665E+04,.2113E+00,.2056E+00,.2403E-02
.1666E+04,.1776E+00,.1729E+00,.1946E-02
.1667E+04,.2102E+00,.2046E+00,.2384E-02
.1668E+04,.2143E+00,.2086E+00,.2448E-02
.1669E+04,.2150E+00,.2092E+00,.2449E-02
.1670E+04,.2215E+00,.2156E+00,.2526E-02
.1671E+04,.2186E+00,.2127E+00,.2485E-02
.1672E+04,.2113E+00,.2057E+00,.2402E-02
.1673E+04,.2161E+00,.2104E+00,.2456E-02
.1674E+04,.2155E+00,.2098E+00,.2436E-02
.1675E+04,.2134E+00,.2077E+00,.2411E-02
.1676E+04,.2113E+00,.2057E+00,.2387E-02
.1677E+04,.2121E+00,.2065E+00,.2388E-02
.1678E+04,.2089E+00,.2034E+00,.2340E-02
.1679E+04,.2129E+00,.2073E+00,.2399E-02
.1680E+04,.2054E+00,.2000E+00,.2310E-02
.1681E+04,.1942E+00,.1891E+00,.2172E-02
.1682E+04,.2035E+00,.1982E+00,.2285E-02
.1683E+04,.2089E+00,.2034E+00,.2342E-02
.1684E+04,.1976E+00,.1925E+00,.2176E-02
.1685E+04,.2130E+00,.2075E+00,.2382E-02
.1686E+04,.2101E+00,.2046E+00,.2346E-02
.1687E+04,.2045E+00,.1992E+00,.2265E-02
.1688E+04,.2099E+00,.2045E+00,.2336E-02
.1689E+04,.2070E+00,.2016E+00,.2300E-02
.1690E+04,.2051E+00,.1997E+00,.2270E-02
.1691E+04,.1924E+00,.1874E+00,.2091E-02
.1692E+04,.2069E+00,.2016E+00,.2280E-02
.1693E+04,.2112E+00,.2057E+00,.2336E-02
.1694E+04,.2045E+00,.1992E+00,.2245E-02
.1695E+04,.2095E+00,.2041E+00,.2309E-02
.1696E+04,.2091E+00,.2037E+00,.2303E-02
.1697E+04,.1802E+00,.1757E+00,.1924E-02
.1698E+04,.2072E+00,.2019E+00,.2273E-02
.1699E+04,.2053E+00,.2001E+00,.2249E-02
.1700E+04,.1995E+00,.1944E+00,.2175E-02
.1702E+04,.2038E+00,.1986E+00,.2225E-02
.1705E+04,.1975E+00,.1925E+00,.2138E-02
.1710E+04,.1875E+00,.1828E+00,.2007E-02
.1715E+04,.1895E+00,.1848E+00,.2017E-02
.1720E+04,.1868E+00,.1822E+00,.1979E-02
.1725E+04,.1774E+00,.1730E+00,.1851E-02
.1730E+04,.1739E+00,.1696E+00,.1805E-02
.1735E+04,.1614E+00,.1574E+00,.1663E-02
.1740E+04,.1680E+00,.1639E+00,.1720E-02
.1745E+04,.1547E+00,.1509E+00,.1563E-02
.1750E+04,.1651E+00,.1611E+00,.1672E-02
.1755E+04,.1529E+00,.1492E+00,.1524E-02
.1760E+04,.1591E+00,.1552E+00,.1587E-02
.1765E+04,.1328E+00,.1296E+00,.1287E-02
.1770E+04,.1416E+00,.1382E+00,.1372E-02
.1775E+04,.1148E+00,.1120E+00,.1075E-02
.1780E+04,.1004E+00,.9808E-01,.9186E-03
.1785E+04,.7693E-01,.7515E-01,.6738E-03
.1790E+04,.8882E-01,.8675E-01,.7853E-03
.1795E+04,.4688E-01,.4584E-01,.3690E-03
.1800E+04,.3180E-01,.3110E-01,.2500E-03
.1805E+04,.1478E-01,.1448E-01,.9760E-04
.1810E+04,.9673E-02,.9475E-02,.6337E-04
.1815E+04,.3271E-02,.3210E-02,.1708E-04
.1820E+04,.9838E-03,.9662E-03,.4377E-05
.1825E+04,.1270E-02,.1247E-02,.5703E-05
.1830E+04,.5177E-05,.5097E-05,.1223E-07
.1835E+04,.6391E-05,.6288E-05,.1930E-07
.1840E+04,.6236E-07,.6147E-07,.1009E-09
.1845E+04,.6231E-05,.6142E-05,.1112E-07
.1850E+04,.2983E-05,.2941E-05,.4983E-08
.1855E+04,.2824E-06,.2785E-06,.4790E-09
.1860E+04,.1110E-04,.1093E-04,.3055E-07
.1865E+04,.1690E-04,.1667E-04,.4211E-07
.1870E+04,.2652E-09,.2624E-09,.1478E-12
.1875E+04,.4489E-09,.4445E-09,.2717E-12
.1880E+04,.7716E-04,.7620E-04,.2381E-06
.1885E+04,.4369E-04,.4318E-04,.1267E-06
.1890E+04,.2224E-03,.2198E-03,.7015E-06
.1895E+04,.1289E-03,.1275E-03,.4148E-06
.1900E+04,.8579E-06,.8507E-06,.1626E-08
.1905E+04,.5639E-06,.5590E-06,.1122E-08
.1910E+04,.2294E-04,.2276E-04,.5679E-07
.1915E+04,.1986E-04,.1969E-04,.5743E-07
.1920E+04,.4489E-03,.4448E-03,.1575E-05
.1925E+04,.9330E-03,.9237E-03,.3838E-05
.1930E+04,.5505E-03,.5450E-03,.2224E-05
.1935E+04,.3584E-02,.3543E-02,.1789E-04
.1940E+04,.3275E-02,.3236E-02,.1766E-04
.1945E+04,.1085E-01,.1070E-01,.6493E-04
.1950E+04,.1670E-01,.1648E-01,.1036E-03
.1955E+04,.1002E-01,.9886E-02,.5491E-04
.1960E+04,.2188E-01,.2156E-01,.1388E-03
.1965E+04,.2853E-01,.2811E-01,.1867E-03
.1970E+04,.4881E-01,.4803E-01,.3464E-03
.1975E+04,.6782E-01,.6670E-01,.5088E-03
.1980E+04,.7476E-01,.7349E-01,.5741E-03
.1985E+04,.8236E-01,.8092E-01,.6417E-03
.1990E+04,.8557E-01,.8407E-01,.6667E-03
.1995E+04,.8115E-01,.7974E-01,.6244E-03
.2000E+04,.3811E-01,.3748E-01,.2725E-03
.2005E+04,.1497E-01,.1475E-01,.9029E-04
.2010E+04,.3970E-01,.3906E-01,.2813E-03
.2015E+04,.2647E-01,.2607E-01,.1746E-03
.2020E+04,.4483E-01,.4412E-01,.3257E-03
.2025E+04,.7396E-01,.7274E-01,.5897E-03
.2030E+04,.8461E-01,.8323E-01,.6933E-03
.2035E+04,.9633E-01,.9475E-01,.8065E-03
.2040E+04,.8949E-01,.8806E-01,.7372E-03
.2045E+04,.9089E-01,.8946E-01,.7464E-03
.2050E+04,.6788E-01,.6686E-01,.5254E-03
.2055E+04,.5480E-01,.5400E-01,.4059E-03
.2060E+04,.6911E-01,.6809E-01,.5355E-03
.2065E+04,.6181E-01,.6092E-01,.4676E-03
.2070E+04,.6554E-01,.6460E-01,.5003E-03
.2075E+04,.7739E-01,.7626E-01,.6085E-03
.2080E+04,.8676E-01,.8548E-01,.6981E-03
.2085E+04,.8505E-01,.8380E-01,.6803E-03
.2090E+04,.8905E-01,.8772E-01,.7168E-03
.2095E+04,.8970E-01,.8836E-01,.7231E-03
.2100E+04,.8608E-01,.8481E-01,.6867E-03
.2105E+04,.9308E-01,.9169E-01,.7499E-03
.2110E+04,.8957E-01,.8823E-01,.7157E-03
.2115E+04,.9161E-01,.9024E-01,.7334E-03
.2120E+04,.8751E-01,.8620E-01,.6938E-03
.2125E+04,.8857E-01,.8723E-01,.7024E-03
.2130E+04,.8972E-01,.8836E-01,.7109E-03
.2135E+04,.8999E-01,.8862E-01,.7120E-03
.2140E+04,.9072E-01,.8933E-01,.7161E-03
.2145E+04,.8943E-01,.8807E-01,.7029E-03
.2150E+04,.8458E-01,.8330E-01,.6557E-03
.2155E+04,.8478E-01,.8349E-01,.6559E-03
.2160E+04,.8410E-01,.8283E-01,.6487E-03
.2165E+04,.7625E-01,.7511E-01,.5837E-03
.2170E+04,.8193E-01,.8071E-01,.6280E-03
.2175E+04,.8037E-01,.7918E-01,.6104E-03
.2180E+04,.8174E-01,.8052E-01,.6217E-03
.2185E+04,.7450E-01,.7340E-01,.5567E-03
.2190E+04,.7901E-01,.7783E-01,.5944E-03
.2195E+04,.7894E-01,.7777E-01,.5910E-03
.2200E+04,.7093E-01,.6990E-01,.5190E-03
.2205E+04,.7385E-01,.7278E-01,.5446E-03
.2210E+04,.7926E-01,.7811E-01,.5896E-03
.2215E+04,.7615E-01,.7506E-01,.5604E-03
.2220E+04,.7763E-01,.7653E-01,.5711E-03
.2225E+04,.7535E-01,.7429E-01,.5504E-03
.2230E+04,.7565E-01,.7460E-01,.5508E-03
.2235E+04,.7417E-01,.7315E-01,.5361E-03
.2240E+04,.7298E-01,.7199E-01,.5251E-03
.2245E+04,.7065E-01,.6971E-01,.5030E-03
.2250E+04,.7180E-01,.7088E-01,.5110E-03
.2255E+04,.6745E-01,.6662E-01,.4731E-03
.2260E+04,.6668E-01,.6589E-01,.4644E-03
.2265E+04,.6795E-01,.6716E-01,.4736E-03
.2270E+04,.6459E-01,.6385E-01,.4438E-03
.2275E+04,.6373E-01,.6302E-01,.4354E-03
.2280E+04,.6610E-01,.6536E-01,.4544E-03
.2285E+04,.6280E-01,.6211E-01,.4254E-03
.2290E+04,.6296E-01,.6227E-01,.4250E-03
.2295E+04,.6100E-01,.6033E-01,.4096E-03
.2300E+04,.5850E-01,.5787E-01,.3874E-03
.2305E+04,.5887E-01,.5824E-01,.3889E-03
.2310E+04,.6374E-01,.6305E-01,.4266E-03
.2315E+04,.5787E-01,.5725E-01,.3791E-03
.2320E+04,.5169E-01,.5115E-01,.3311E-03
.2325E+04,.5608E-01,.5548E-01,.3658E-03
.2330E+04,.5662E-01,.5602E-01,.3665E-03
.2335E+04,.5778E-01,.5717E-01,.3743E-03
.2340E+04,.4558E-01,.4511E-01,.2833E-03
.2345E+04,.5111E-01,.5058E-01,.3215E-03
.2350E+04,.4126E-01,.4084E-01,.2520E-03
.2355E+04,.4720E-01,.4672E-01,.2922E-03
.2360E+04,.5000E-01,.4949E-01,.3109E-03
.2365E+04,.4927E-01,.4877E-01,.3059E-03
.2370E+04,.3046E-01,.3016E-01,.1737E-03
.2375E+04,.4391E-01,.4346E-01,.2650E-03
.2380E+04,.4245E-01,.4203E-01,.2548E-03
.2385E+04,.3070E-01,.3040E-01,.1761E-03
.2390E+04,.3655E-01,.3619E-01,.2134E-03
.2395E+04,.4008E-01,.3969E-01,.2353E-03
.2400E+04,.4368E-01,.4326E-01,.2581E-03
.2405E+04,.3352E-01,.3321E-01,.1917E-03
.2410E+04,.3376E-01,.3345E-01,.1917E-03
.2415E+04,.2727E-01,.2703E-01,.1501E-03
.2420E+04,.2656E-01,.2633E-01,.1460E-03
.2425E+04,.3303E-01,.3275E-01,.1840E-03
.2430E+04,.4452E-01,.4414E-01,.2548E-03
.2435E+04,.1486E-01,.1475E-01,.7561E-04
.2440E+04,.4321E-01,.4288E-01,.2449E-03
.2445E+04,.2078E-01,.2064E-01,.1076E-03
.2450E+04,.1360E-01,.1351E-01,.6684E-04
.2455E+04,.2483E-01,.2468E-01,.1300E-03
.2460E+04,.3334E-01,.3313E-01,.1777E-03
.2465E+04,.2413E-01,.2399E-01,.1227E-03
.2470E+04,.1671E-01,.1663E-01,.8006E-04
.2475E+04,.1644E-01,.1636E-01,.7776E-04
.2480E+04,.8031E-02,.7997E-02,.3553E-04
.2485E+04,.5603E-02,.5583E-02,.2290E-04
.2490E+04,.3506E-02,.3495E-02,.1309E-04
.2495E+04,.2873E-02,.2865E-02,.1068E-04
.2500E+04,.7056E-02,.7032E-02,.2855E-04
.2505E+04,.1517E-02,.1513E-02,.5655E-05
.2510E+04,.2213E-02,.2206E-02,.8358E-05
.2515E+04,.5180E-03,.5166E-03,.1717E-05
.2520E+04,.3697E-03,.3690E-03,.9320E-06
.2525E+04,.4132E-04,.4124E-04,.1047E-06
.2530E+04,.6342E-06,.6341E-06,.6254E-09
.2535E+04,.1746E-06,.1746E-06,.1281E-09
.2540E+04,.3762E-06,.3761E-06,.3229E-09
.2545E+04,.5365E-10,.5366E-10,.1786E-13
.2550E+04,.2823E-12,.2824E-12,.4892E-16
.2555E+04,.1041E-08,.1041E-08,.3569E-12
.2560E+04,.3094E-10,.3094E-10,.1087E-13
.2565E+04,.1592E-13,.1592E-13,.4158E-18
.2570E+04,.1526E-17,.1525E-17,.1181E-22
.2575E+04,.1085E-26,.1083E-26,.6714E-33
.2580E+04,.3832E-21,.3830E-21,.7406E-27
.2585E+04,.1736E-33,.1733E-33,.1369E-40
.2590E+04,.5521E-30,.5511E-30,.8803E-37
.2595E+04,.2295E-32,.2291E-32,.1848E-38
.2600E+04,.4520E-27,.4510E-27,.1470E-33
.2605E+04,.5849E-34,.5836E-34,.1628E-40
.2610E+04,.6001E-33,.5988E-33,.5345E-40
.2615E+04,.1132E-36,.1129E-36,.4204E-44
.2620E+04,.5679E-28,.5667E-28,.5374E-34
.2625E+04,.3899E-27,.3890E-27,.9455E-34
.2630E+04,.2803E-44,.2803E-44,.0000E+00
.2635E+04,.3900E-15,.3895E-15,.5752E-20
.2640E+04,.1175E-15,.1174E-15,.1229E-20
.2645E+04,.9008E-18,.8999E-18,.5284E-23
.2650E+04,.1432E-18,.1431E-18,.5136E-24
.2655E+04,.1322E-26,.1320E-26,.5698E-33
.2660E+04,.2617E-24,.2614E-24,.4315E-30
.2665E+04,.1123E-36,.1122E-36,.1261E-43
.2670E+04,.0000E+00,.0000E+00,.0000E+00
.2675E+04,.0000E+00,.0000E+00,.0000E+00
.2680E+04,.0000E+00,.0000E+00,.0000E+00
.2685E+04,.0000E+00,.0000E+00,.0000E+00
.2690E+04,.1033E-28,.1034E-28,.1238E-35
.2695E+04,.7198E-32,.7212E-32,.1231E-38
.2700E+04,.0000E+00,.0000E+00,.0000E+00
.2705E+04,.2996E-41,.3009E-41,.0000E+00
.2710E+04,.1138E-34,.1144E-34,.9179E-42
.2715E+04,.3887E-25,.3908E-25,.1280E-31
.2720E+04,.5605E-44,.5605E-44,.0000E+00
.2725E+04,.7309E-21,.7370E-21,.3569E-26
.2730E+04,.6093E-18,.6150E-18,.1557E-23
.2735E+04,.5507E-20,.5564E-20,.1500E-25
.2740E+04,.2343E-26,.2368E-26,.3873E-32
.2745E+04,.1323E-22,.1339E-22,.2401E-28
.2750E+04,.1683E-27,.1703E-27,.3998E-34
.2755E+04,.6866E-43,.6866E-43,.0000E+00
.2760E+04,.0000E+00,.0000E+00,.0000E+00
.2765E+04,.2696E-26,.2734E-26,.1885E-32
.2770E+04,.8425E-23,.8546E-23,.1170E-28
.2775E+04,.4076E-37,.4136E-37,.0000E+00
.2780E+04,.4880E-33,.4954E-33,.1243E-40
.2785E+04,.3930E-26,.3991E-26,.1827E-32
.2790E+04,.1220E-15,.1240E-15,.7646E-21
.2795E+04,.3630E-15,.3689E-15,.2075E-20
.2800E+04,.1648E-11,.1675E-11,.5162E-16
.2805E+04,.6745E-13,.6857E-13,.4190E-17
.2810E+04,.4019E-09,.4086E-09,.9153E-13
.2815E+04,.2865E-09,.2913E-09,.8108E-13
.2820E+04,.2052E-10,.2087E-10,.4948E-14
.2825E+04,.1757E-06,.1786E-06,.1219E-09
.2830E+04,.3892E-05,.3954E-05,.4584E-08
.2835E+04,.2125E-09,.2161E-09,.6497E-13
.2840E+04,.1957E-06,.1989E-06,.1813E-09
.2845E+04,.4049E-04,.4112E-04,.7192E-07
.2850E+04,.1153E-05,.1171E-05,.1259E-08
.2855E+04,.4448E-06,.4519E-06,.6776E-09
.2860E+04,.2496E-04,.2535E-04,.4423E-07
.2865E+04,.1648E-03,.1673E-03,.3540E-06
.2870E+04,.6248E-05,.6350E-05,.8863E-08
.2875E+04,.3889E-03,.3947E-03,.9740E-06
.2880E+04,.2445E-03,.2481E-03,.6611E-06
.2885E+04,.4478E-03,.4545E-03,.1143E-05
.2890E+04,.1842E-03,.1869E-03,.5020E-06
.2895E+04,.2646E-02,.2683E-02,.8951E-05
.2900E+04,.8074E-03,.8189E-03,.2505E-05
.2905E+04,.1106E-03,.1122E-03,.2855E-06
.2910E+04,.2716E-02,.2753E-02,.9485E-05
.2915E+04,.1256E-02,.1274E-02,.4007E-05
.2920E+04,.2891E-02,.2930E-02,.1014E-04
.2925E+04,.1082E-02,.1097E-02,.3627E-05
.2930E+04,.5880E-02,.5959E-02,.2234E-04
.2935E+04,.6483E-02,.6570E-02,.2482E-04
.2940E+04,.1625E-02,.1648E-02,.5521E-05
.2945E+04,.1447E-02,.1467E-02,.4757E-05
.2950E+04,.5221E-02,.5291E-02,.1966E-04
.2955E+04,.2332E-02,.2364E-02,.8820E-05
.2960E+04,.4589E-02,.4650E-02,.1759E-04
.2965E+04,.7425E-02,.7522E-02,.3010E-04
.2970E+04,.3517E-03,.3566E-03,.1143E-05
.2975E+04,.8529E-03,.8647E-03,.2904E-05
.2980E+04,.1335E-02,.1354E-02,.4582E-05
.2985E+04,.6952E-02,.7042E-02,.2817E-04
.2990E+04,.1027E-01,.1040E-01,.4405E-04
.2995E+04,.4269E-02,.4326E-02,.1662E-04
.3000E+04,.7838E-02,.7938E-02,.3271E-04
.3005E+04,.2887E-02,.2925E-02,.1101E-04
.3010E+04,.6842E-02,.6929E-02,.2862E-04
.3015E+04,.5549E-02,.5621E-02,.2221E-04
.3020E+04,.6326E-03,.6415E-03,.1964E-05
.3025E+04,.7497E-02,.7592E-02,.3141E-04
.3030E+04,.6070E-02,.6147E-02,.2502E-04
.3035E+04,.2496E-02,.2528E-02,.9574E-05
.3040E+04,.2022E-02,.2048E-02,.7553E-05
.3045E+04,.4205E-02,.4259E-02,.1634E-04
.3050E+04,.1031E-02,.1045E-02,.3672E-05
.3055E+04,.2890E-03,.2930E-03,.8926E-06
.3060E+04,.6296E-02,.6374E-02,.2625E-04
.3065E+04,.2908E-02,.2945E-02,.1107E-04
.3070E+04,.1747E-02,.1770E-02,.6219E-05
.3075E+04,.6017E-02,.6090E-02,.2498E-04
.3080E+04,.3619E-02,.3663E-02,.1455E-04
.3085E+04,.1765E-02,.1787E-02,.6388E-05
.3090E+04,.2378E-02,.2408E-02,.8751E-05
.3095E+04,.6541E-03,.6627E-03,.2133E-05
.3100E+04,.4397E-02,.4450E-02,.1789E-04
.3105E+04,.9203E-03,.9319E-03,.3314E-05
.3110E+04,.8443E-03,.8553E-03,.2763E-05
.3115E+04,.2265E-02,.2293E-02,.8498E-05
.3120E+04,.9812E-02,.9925E-02,.4250E-04
.3125E+04,.3025E-02,.3061E-02,.1240E-04
.3130E+04,.5756E-02,.5821E-02,.2503E-04
.3135E+04,.1143E-01,.1156E-01,.5093E-04
.3140E+04,.3318E-02,.3357E-02,.1344E-04
.3145E+04,.3248E-02,.3285E-02,.1331E-04
.3150E+04,.6658E-02,.6732E-02,.2857E-04
.3155E+04,.5629E-02,.5691E-02,.2419E-04
.3160E+04,.9196E-02,.9295E-02,.4052E-04
.3165E+04,.1395E-01,.1409E-01,.6488E-04
.3170E+04,.1249E-01,.1262E-01,.5784E-04
.3175E+04,.9162E-02,.9258E-02,.4081E-04
.3180E+04,.1060E-01,.1071E-01,.4870E-04
.3185E+04,.7981E-02,.8066E-02,.3417E-04
.3190E+04,.4227E-02,.4272E-02,.1799E-04
.3195E+04,.2656E-02,.2686E-02,.9944E-05
.3200E+04,.4349E-03,.4400E-03,.1385E-05
.3205E+04,.3061E-03,.3098E-03,.9026E-06
.3210E+04,.1342E-03,.1359E-03,.3765E-06
.3215E+04,.4936E-03,.4994E-03,.1566E-05
.3220E+04,.1578E-02,.1595E-02,.5639E-05
.3225E+04,.1978E-03,.2000E-03,.6423E-06
.3230E+04,.3347E-03,.3385E-03,.1081E-05
.3235E+04,.7258E-02,.7329E-02,.3176E-04
.3240E+04,.3671E-02,.3709E-02,.1445E-04
.3245E+04,.7304E-03,.7381E-03,.2727E-05
.3250E+04,.2558E-02,.2584E-02,.1029E-04
.3255E+04,.9890E-02,.9983E-02,.4500E-04
.3260E+04,.1199E-02,.1212E-02,.4412E-05
.3265E+04,.2438E-02,.2462E-02,.9680E-05
.3270E+04,.1196E-02,.1208E-02,.4563E-05
.3275E+04,.5911E-02,.5963E-02,.2842E-04
.3280E+04,.2829E-02,.2856E-02,.1204E-04
.3285E+04,.1111E-01,.1120E-01,.5368E-04
.3290E+04,.8683E-02,.8759E-02,.4076E-04
.3295E+04,.1220E-02,.1232E-02,.4963E-05
.3300E+04,.1765E-02,.1781E-02,.7443E-05
.3305E+04,.3925E-02,.3961E-02,.1712E-04
.3310E+04,.3844E-02,.3879E-02,.1629E-04
.3315E+04,.1328E-04,.1344E-04,.2153E-07
.3320E+04,.5632E-04,.5696E-04,.1426E-06
.3325E+04,.3425E-02,.3457E-02,.1387E-04
.3330E+04,.4636E-02,.4676E-02,.2125E-04
.3335E+04,.8974E-02,.9053E-02,.4167E-04
.3340E+04,.3453E-02,.3484E-02,.1520E-04
.3345E+04,.3489E-02,.3522E-02,.1484E-04
.3350E+04,.8010E-02,.8083E-02,.3749E-04
.3355E+04,.3581E-02,.3617E-02,.1511E-04
.3360E+04,.5210E-02,.5261E-02,.2339E-04
.3365E+04,.7158E-02,.7227E-02,.3348E-04
.3370E+04,.3856E-02,.3896E-02,.1618E-04
.3375E+04,.8429E-02,.8512E-02,.3979E-04
.3380E+04,.4990E-02,.5043E-02,.2158E-04
.3385E+04,.7445E-02,.7521E-02,.3471E-04
.3390E+04,.9731E-02,.9831E-02,.4599E-04
.3395E+04,.9466E-02,.9564E-02,.4511E-04
.3400E+04,.1246E-01,.1259E-01,.6167E-04
.3405E+04,.4355E-02,.4404E-02,.1868E-04
.3410E+04,.7051E-02,.7126E-02,.3314E-04
.3415E+04,.7137E-02,.7215E-02,.3259E-04
.3420E+04,.1313E-01,.1326E-01,.6579E-04
.3425E+04,.9867E-02,.9972E-02,.4723E-04
.3430E+04,.8542E-02,.8634E-02,.4002E-04
.3435E+04,.1152E-01,.1164E-01,.5734E-04
.3440E+04,.7901E-02,.7985E-02,.3678E-04
.3445E+04,.1123E-01,.1134E-01,.5550E-04
.3450E+04,.1106E-01,.1117E-01,.5450E-04
.3455E+04,.8214E-02,.8299E-02,.3911E-04
.3460E+04,.1247E-01,.1259E-01,.6292E-04
.3465E+04,.9700E-02,.9798E-02,.4697E-04
.3470E+04,.1223E-01,.1235E-01,.6184E-04
.3475E+04,.1087E-01,.1097E-01,.5388E-04
.3480E+04,.1113E-01,.1124E-01,.5546E-04
.3485E+04,.1204E-01,.1216E-01,.6087E-04
.3490E+04,.1033E-01,.1043E-01,.5101E-04
.3495E+04,.1221E-01,.1233E-01,.6205E-04
.3500E+04,.1187E-01,.1198E-01,.6014E-04
.3505E+04,.1177E-01,.1188E-01,.5963E-04
.3510E+04,.1191E-01,.1202E-01,.6057E-04
.3515E+04,.1146E-01,.1156E-01,.5806E-04
.3520E+04,.1210E-01,.1220E-01,.6201E-04
.3525E+04,.1139E-01,.1148E-01,.5800E-04
.3530E+04,.1110E-01,.1119E-01,.5636E-04
.3535E+04,.9394E-02,.9469E-02,.4651E-04
.3540E+04,.8963E-02,.9033E-02,.4413E-04
.3545E+04,.9478E-02,.9549E-02,.4706E-04
.3550E+04,.1050E-01,.1058E-01,.5327E-04
.3555E+04,.9027E-02,.9093E-02,.4484E-04
.3560E+04,.1076E-01,.1084E-01,.5495E-04
.3565E+04,.1080E-01,.1088E-01,.5524E-04
.3570E+04,.8323E-02,.8381E-02,.4166E-04
.3575E+04,.8604E-02,.8662E-02,.4322E-04
.3580E+04,.1015E-01,.1021E-01,.5229E-04
.3585E+04,.9121E-02,.9181E-02,.4588E-04
.3590E+04,.9432E-02,.9493E-02,.4805E-04
.3595E+04,.9659E-02,.9720E-02,.4944E-04
.3600E+04,.1025E-01,.1032E-01,.5299E-04
.3605E+04,.1032E-01,.1038E-01,.5322E-04
.3610E+04,.9458E-02,.9517E-02,.4827E-04
.3615E+04,.9481E-02,.9539E-02,.4867E-04
.3620E+04,.1160E-01,.1167E-01,.6088E-04
.3625E+04,.1021E-01,.1027E-01,.5249E-04
.3630E+04,.9949E-02,.1001E-01,.5111E-04
.3635E+04,.1029E-01,.1035E-01,.5303E-04
.3640E+04,.1147E-01,.1153E-01,.5999E-04
.3645E+04,.1056E-01,.1062E-01,.5447E-04
.3650E+04,.1010E-01,.1016E-01,.5191E-04
.3655E+04,.1098E-01,.1104E-01,.5718E-04
.3660E+04,.1090E-01,.1096E-01,.5670E-04
.3665E+04,.1023E-01,.1028E-01,.5257E-04
.3670E+04,.7900E-02,.7946E-02,.3947E-04
.3675E+04,.4824E-02,.4854E-02,.2248E-04
.3680E+04,.8315E-02,.8362E-02,.4159E-04
.3685E+04,.9401E-02,.9453E-02,.4788E-04
.3690E+04,.9660E-02,.9712E-02,.4938E-04
.3695E+04,.1013E-01,.1018E-01,.5228E-04
.3700E+04,.1087E-01,.1093E-01,.5684E-04
.3705E+04,.1076E-01,.1081E-01,.5610E-04
.3710E+04,.9345E-02,.9393E-02,.4781E-04
.3715E+04,.9216E-02,.9262E-02,.4716E-04
.3720E+04,.1037E-01,.1042E-01,.5389E-04
.3725E+04,.1068E-01,.1073E-01,.5571E-04
.3730E+04,.9256E-02,.9301E-02,.4742E-04
.3735E+04,.8571E-02,.8613E-02,.4347E-04
.3740E+04,.8842E-02,.8884E-02,.4512E-04
.3745E+04,.1032E-01,.1037E-01,.5369E-04
.3750E+04,.9278E-02,.9320E-02,.4771E-04
.3755E+04,.8983E-02,.9023E-02,.4601E-04
.3760E+04,.8853E-02,.8893E-02,.4509E-04
.3765E+04,.8540E-02,.8578E-02,.4342E-04
.3770E+04,.9114E-02,.9154E-02,.4682E-04
.3775E+04,.9042E-02,.9080E-02,.4642E-04
.3780E+04,.9564E-02,.9603E-02,.4943E-04
.3785E+04,.8799E-02,.8835E-02,.4489E-04
.3790E+04,.7742E-02,.7775E-02,.3898E-04
.3795E+04,.8853E-02,.8888E-02,.4537E-04
.3800E+04,.9845E-02,.9883E-02,.5116E-04
.3805E+04,.9290E-02,.9325E-02,.4789E-04
.3810E+04,.8230E-02,.8261E-02,.4168E-04
.3815E+04,.7738E-02,.7768E-02,.3898E-04
.3820E+04,.9642E-02,.9676E-02,.5006E-04
.3825E+04,.9487E-02,.9520E-02,.4913E-04
.3830E+04,.9583E-02,.9615E-02,.4975E-04
.3835E+04,.7669E-02,.7696E-02,.3851E-04
.3840E+04,.8956E-02,.8986E-02,.4602E-04
.3845E+04,.8753E-02,.8781E-02,.4480E-04
.3850E+04,.8794E-02,.8823E-02,.4506E-04
.3855E+04,.8480E-02,.8507E-02,.4323E-04
.3860E+04,.7944E-02,.7970E-02,.4005E-04
.3865E+04,.8046E-02,.8072E-02,.4064E-04
.3870E+04,.7292E-02,.7316E-02,.3626E-04
.3875E+04,.6676E-02,.6698E-02,.3267E-04
.3880E+04,.6442E-02,.6463E-02,.3135E-04
